curr_SRX,sex,simplified_tissue,broad_tissue,simpled_dev,broad_stage
SRX1592059,unknown,circadian neuron,neuron,a,adult
SRX1592060,unknown,circadian neuron,neuron,a,adult
SRX2500427,unknown,cone cell,retina,pre4,pupae
SRX2500428,unknown,cone cell,retina,a,adult
SRX2500426,unknown,cone cell,retina,l3,larva
SRX2503736,unknown,crystal cell,blood cell,l3,larva
SRX2503734,unknown,crystal cell,blood cell,l3,larva
SRX2503733,unknown,crystal cell,blood cell,l3,larva
SRX2503735,unknown,crystal cell,blood cell,l3,larva
SRX2255258,unknown,cytoplasm of embryo,embryo,e10,embryo
SRX2255257,unknown,cytoplasm of embryo,embryo,e10,embryo
DRX051736,unknown,embryo,embryo,e,embryo
ERX1400183,unknown,cytoplasm of embryo,embryo,e5,embryo
SRX494084,mixed,digestive system,digestive system,a1,adult
SRX494072,mixed,digestive system,digestive system,a1,adult
SRX494028,mixed,digestive system,digestive system,a4,adult
SRX109281,female,digestive system,digestive system,a4,adult
SRX493994,mixed,digestive system,digestive system,a4,adult
SRX109255,female,digestive system,digestive system,a1,adult
SRX109269,female,digestive system,digestive system,a1,adult
SRX109261,unknown,digestive system,digestive system,l3,larva
SRX142925,mixed,digestive system,digestive system,a20,adult
SRX109289,female,digestive system,digestive system,a10,adult
SRX142931,unknown,digestive system,digestive system,l3,larva
SRX142927,mixed,digestive system,digestive system,a4,adult
SRX109290,female,digestive system,digestive system,a20,adult
SRX494038,mixed,digestive system,digestive system,a20,adult
SRX493974,unknown,digestive system,digestive system,l3,larva
SRX109282,female,digestive system,digestive system,a4,adult
SRX493956,mixed,digestive system,digestive system,a20,adult
SRX109297,unknown,digestive system,digestive system,l3,larva
SRX493959,unknown,digestive system,digestive system,l3,larva
SRX3291810,female,digestive system and excretory system,multiple tissue,a,adult
SRX3291811,male,digestive system and excretory system,multiple tissue,a,adult
SRX2878021,male,digestive system and excretory system,multiple tissue,a,adult
SRX3291825,male,digestive system and excretory system,multiple tissue,a,adult
SRX2878238,male,digestive system and excretory system,multiple tissue,a,adult
SRX2878018,female,digestive system and excretory system,multiple tissue,a,adult
SRX2878020,male,digestive system and excretory system,multiple tissue,a,adult
SRX3291824,female,digestive system and excretory system,multiple tissue,a,adult
SRX2878019,female,digestive system and excretory system,multiple tissue,a,adult
SRX2878022,male,digestive system and excretory system,multiple tissue,a,adult
SRX3291723,male,digestive system and excretory system,multiple tissue,a,adult
SRX3291722,female,digestive system and excretory system,multiple tissue,a,adult
SRX2878279,male,digestive system and excretory system,multiple tissue,a,adult
SRX3291738,female,digestive system and excretory system,multiple tissue,a,adult
SRX2878235,female,digestive system and excretory system,multiple tissue,a,adult
SRX2878234,female,digestive system and excretory system,multiple tissue,a,adult
SRX2878278,male,digestive system and excretory system,multiple tissue,a,adult
SRX2878233,female,digestive system and excretory system,multiple tissue,a,adult
SRX2878275,female,digestive system and excretory system,multiple tissue,a,adult
SRX2878017,female,digestive system and excretory system,multiple tissue,a,adult
SRX2878237,male,digestive system and excretory system,multiple tissue,a,adult
SRX2878276,female,digestive system and excretory system,multiple tissue,a,adult
SRX2878236,male,digestive system and excretory system,multiple tissue,a,adult
SRX3291739,male,digestive system and excretory system,multiple tissue,a,adult
SRX2878277,female,digestive system and excretory system,multiple tissue,a,adult
SRX1556137,unknown,DN1 neuron,neuron,a,adult
SRX1556139,unknown,DN1 neuron,neuron,a,adult
SRX1556146,unknown,DN1 neuron,neuron,a,adult
SRX1556136,unknown,DN1 neuron,neuron,a,adult
SRX1556143,unknown,DN1 neuron,neuron,a,adult
SRX1556147,unknown,DN1 neuron,neuron,a,adult
SRX1556144,unknown,DN1 neuron,neuron,a,adult
SRX1556145,unknown,DN1 neuron,neuron,a,adult
SRX1556140,unknown,DN1 neuron,neuron,a,adult
SRX1556142,unknown,DN1 neuron,neuron,a,adult
SRX1556141,unknown,DN1 neuron,neuron,a,adult
SRX1556138,unknown,DN1 neuron,neuron,a,adult
SRX1556148,unknown,dopaminergic neuron,neuron,a,adult
SRX1556149,unknown,dopaminergic neuron,neuron,a,adult
SRX1556154,unknown,dopaminergic neuron,neuron,a,adult
SRX1892893,mixed,dopaminergic neuron,neuron,a,adult
SRX1556151,unknown,dopaminergic neuron,neuron,a,adult
SRX1892889,mixed,dopaminergic neuron,neuron,a,adult
SRX1556155,unknown,dopaminergic neuron,neuron,a,adult
SRX1892894,mixed,dopaminergic neuron,neuron,a,adult
SRX1892890,mixed,dopaminergic neuron,neuron,a,adult
SRX1892892,mixed,dopaminergic neuron,neuron,a,adult
SRX1556158,unknown,dopaminergic neuron,neuron,a,adult
SRX1556153,unknown,dopaminergic neuron,neuron,a,adult
SRX1892897,mixed,dopaminergic neuron,neuron,a,adult
SRX1556156,unknown,dopaminergic neuron,neuron,a,adult
SRX1556157,unknown,dopaminergic neuron,neuron,a,adult
SRX1556159,unknown,dopaminergic neuron,neuron,a,adult
SRX1892891,mixed,dopaminergic neuron,neuron,a,adult
SRX1892888,mixed,dopaminergic neuron,neuron,a,adult
SRX1892899,mixed,dopaminergic neuron,neuron,a,adult
SRX1556152,unknown,dopaminergic neuron,neuron,a,adult
SRX1892898,mixed,dopaminergic neuron,neuron,a,adult
SRX1556150,unknown,dopaminergic neuron,neuron,a,adult
SRX1892887,mixed,dopaminergic neuron,neuron,a,adult
SRX1592061,unknown,dopaminergic neuron,neuron,a,adult
SRX1892886,mixed,dopaminergic neuron,neuron,a,adult
SRX1892895,mixed,dopaminergic neuron,neuron,a,adult
SRX1892896,mixed,dopaminergic neuron,neuron,a,adult
SRX1592062,unknown,dopaminergic neuron,neuron,a,adult
SRX1113706,unknown,embryo,embryo,e11,embryo
SRX1113705,unknown,embryo,embryo,e11,embryo
ERX1730244,unknown,embryo,embryo,e15,embryo
SRX272210,unknown,embryo,embryo,e,embryo
SRX1113765,unknown,embryo,embryo,e11,embryo
SRX3189863,unknown,embryo,embryo,e5,embryo
SRX2255267,unknown,embryo,embryo,e8,embryo
SRX217102,unknown,embryo,embryo,e1,embryo
SRX1481104,mixed,embryo,embryo,e3,embryo
SRX217097,unknown,embryo,embryo,e1,embryo
SRX1113788,unknown,embryo,embryo,e14,embryo
SRX1113535,unknown,embryo,embryo,e14,embryo
SRX682283,unknown,embryo,embryo,e,embryo
SRX682328,unknown,embryo,embryo,e,embryo
SRX272211,unknown,embryo,embryo,e,embryo
SRX110699,female,embryo,embryo,e7,embryo
SRX1113840,unknown,embryo,embryo,e14,embryo
SRX2548611,unknown,embryo,embryo,e10,embryo
SRX3755213,unknown,embryo,embryo,e15,embryo
SRX077880,unknown,embryo,embryo,e,embryo
SRX2671530,unknown,embryo,embryo,e2,embryo
SRX1113835,unknown,embryo,embryo,e14,embryo
SRX1113790,unknown,embryo,embryo,e14,embryo
SRX1113783,unknown,embryo,embryo,e14,embryo
SRX1113493,unknown,embryo,embryo,e13,embryo
SRX682311,unknown,embryo,embryo,e,embryo
SRX265599,unknown,embryo,embryo,e3,embryo
SRX217108,unknown,embryo,embryo,e1,embryo
SRX2162909,mixed,embryo,embryo,e13,embryo
SRX1841338,female,whole body,whole body,a5,adult
SRX1113544,unknown,embryo,embryo,e14,embryo
ERX1730243,unknown,embryo,embryo,e15,embryo
SRX348436,unknown,embryo,embryo,e,embryo
SRX124965,unknown,embryo,embryo,e15,embryo
SRX682286,unknown,embryo,embryo,e,embryo
SRX077882,unknown,embryo,embryo,e,embryo
SRX272256,unknown,embryo,embryo,e,embryo
SRX1113751,unknown,embryo,embryo,e14,embryo
SRX4053356,mixed,embryo,embryo,e10,embryo
SRX2731597,unknown,embryo,embryo,e2,embryo
SRX1113588,unknown,embryo,embryo,e13,embryo
SRX1113777,unknown,embryo,embryo,e13,embryo
SRX1113842,unknown,embryo,embryo,e14,embryo
SRX1113829,unknown,embryo,embryo,e14,embryo
SRX1113789,unknown,embryo,embryo,e14,embryo
SRX1113834,unknown,embryo,embryo,e14,embryo
SRX1113833,unknown,embryo,embryo,e14,embryo
SRX682278,unknown,embryo,embryo,e,embryo
SRX2255265,unknown,embryo,embryo,e8,embryo
SRX1113841,unknown,embryo,embryo,e14,embryo
SRX2731590,unknown,embryo,embryo,e2,embryo
SRX1870204,unknown,embryo,embryo,e,embryo
SRX272224,unknown,embryo,embryo,e,embryo
SRX2541760,mixed,embryo,embryo,e12,embryo
SRX1113716,unknown,embryo,embryo,e13,embryo
SRX1113663,unknown,embryo,embryo,e14,embryo
SRX1113672,unknown,embryo,embryo,e14,embryo
SRX1113832,unknown,embryo,embryo,e14,embryo
SRX1113766,unknown,embryo,embryo,e11,embryo
SRX1113654,unknown,embryo,embryo,e13,embryo
SRX682354,unknown,embryo,embryo,e,embryo
SRX1840082,unknown,embryo,embryo,e15,embryo
SRX1870211,unknown,embryo,embryo,e2,embryo
SRX2255255,unknown,embryo,embryo,e3,embryo
SRX682291,unknown,embryo,embryo,e,embryo
SRX1113513,unknown,embryo,embryo,e14,embryo
SRX1113599,unknown,embryo,embryo,e14,embryo
SRX2310877,unknown,embryo,embryo,e17,embryo
SRX2255268,unknown,embryo,embryo,e8,embryo
SRX1113836,unknown,embryo,embryo,e14,embryo
SRX682321,unknown,embryo,embryo,e,embryo
SRX1113576,unknown,embryo,embryo,e13,embryo
SRX1113591,unknown,embryo,embryo,e13,embryo
SRX217096,unknown,embryo,embryo,e1,embryo
SRX1113564,unknown,embryo,embryo,e13,embryo
SRX1113764,unknown,embryo,embryo,e11,embryo
SRX1113536,unknown,embryo,embryo,e14,embryo
SRX4053394,mixed,embryo,embryo,e10,embryo
SRX1113736,unknown,embryo,embryo,e14,embryo
ERX1818296,unknown,embryo,embryo,e14,embryo
SRX217079,unknown,embryo,embryo,e1,embryo
SRX1113508,unknown,embryo,embryo,e14,embryo
SRX4053378,mixed,embryo,embryo,e10,embryo
SRX1113839,unknown,embryo,embryo,e14,embryo
SRX682338,unknown,embryo,embryo,e,embryo
SRX1113494,unknown,embryo,embryo,e13,embryo
SRX1113565,unknown,embryo,embryo,e13,embryo
SRX124957,unknown,embryo,embryo,e10,embryo
SRX1113522,unknown,embryo,embryo,e14,embryo
SRX1113679,unknown,embryo,embryo,e14,embryo
SRX1595541,unknown,embryo,embryo,e4,embryo
SRX1113701,unknown,embryo,embryo,e14,embryo
SRX4053352,mixed,embryo,embryo,e10,embryo
SRX2731592,unknown,embryo,embryo,e2,embryo
SRX1113510,unknown,embryo,embryo,e14,embryo
SRX1113761,unknown,embryo,embryo,e11,embryo
SRX1870202,unknown,embryo,embryo,e,embryo
SRX1113749,unknown,embryo,embryo,e14,embryo
SRX2541764,mixed,embryo,embryo,e7,embryo
SRX217080,unknown,embryo,embryo,e1,embryo
SRX1113674,unknown,embryo,embryo,e14,embryo
SRX1113784,unknown,embryo,embryo,e14,embryo
SRX1113697,unknown,embryo,embryo,e14,embryo
SRX1113650,unknown,embryo,embryo,e13,embryo
SRX217109,unknown,embryo,embryo,e,embryo
SRX1113552,unknown,embryo,embryo,e13,embryo
SRX077881,unknown,embryo,embryo,e,embryo
SRX1113727,unknown,embryo,embryo,e13,embryo
SRX1113680,unknown,embryo,embryo,e14,embryo
SRX4053350,mixed,embryo,embryo,e10,embryo
SRX1841335,female,whole body,whole body,a5,adult
SRX682332,unknown,embryo,embryo,e,embryo
SRX1840080,unknown,embryo,embryo,e5,embryo
SRX1113713,unknown,embryo,embryo,e13,embryo
SRX2731591,unknown,embryo,embryo,e2,embryo
SRX1113824,unknown,embryo,embryo,e14,embryo
SRX1113533,unknown,embryo,embryo,e14,embryo
SRX1113756,unknown,embryo,embryo,e14,embryo
SRX1113631,unknown,embryo,embryo,e14,embryo
SRX2255262,unknown,embryo,embryo,e8,embryo
SRX124963,unknown,embryo,embryo,e14,embryo
ERX1466901,mixed,embryo,embryo,e14,embryo
SRX682297,unknown,embryo,embryo,e,embryo
SRX1113723,unknown,embryo,embryo,e13,embryo
SRX1113635,unknown,embryo,embryo,e13,embryo
SRX1113636,unknown,embryo,embryo,e13,embryo
SRX1113637,unknown,embryo,embryo,e13,embryo
SRX272269,unknown,embryo,embryo,e,embryo
SRX682330,unknown,embryo,embryo,e,embryo
SRX1113830,unknown,embryo,embryo,e14,embryo
SRX2731596,unknown,embryo,embryo,e2,embryo
ERX1730241,unknown,embryo,embryo,e15,embryo
SRX1113488,unknown,embryo,embryo,e13,embryo
ERX2075309,unknown,embryo,embryo,e17,embryo
SRX3755218,unknown,embryo,embryo,e15,embryo
SRX1113753,unknown,embryo,embryo,e14,embryo
SRX1281761,unknown,embryo,embryo,e7,embryo
SRX1113843,unknown,embryo,embryo,e14,embryo
SRX1113550,unknown,embryo,embryo,e13,embryo
SRX316757,unknown,whole body,whole body,a,adult
SRX2310856,unknown,embryo,embryo,e2,embryo
SRX4053393,mixed,embryo,embryo,e10,embryo
SRX682335,unknown,embryo,embryo,e,embryo
DRX051737,unknown,embryo,embryo,e,embryo
SRX1113512,unknown,embryo,embryo,e14,embryo
SRX1113826,unknown,embryo,embryo,e14,embryo
SRX1113767,unknown,embryo,embryo,e11,embryo
SRX217099,unknown,embryo,embryo,e1,embryo
SRX348439,unknown,embryo,embryo,e1,embryo
SRX2255263,unknown,embryo,embryo,e8,embryo
SRX1113735,unknown,embryo,embryo,e14,embryo
SRX1113778,unknown,embryo,embryo,e13,embryo
SRX1113731,unknown,embryo,embryo,e14,embryo
SRX118202,unknown,embryo,embryo,e,embryo
SRX1113489,unknown,embryo,embryo,e13,embryo
SRX217101,unknown,embryo,embryo,e1,embryo
SRX4053377,mixed,embryo,embryo,e10,embryo
SRX272262,unknown,embryo,embryo,e,embryo
SRX682312,unknown,embryo,embryo,e,embryo
SRX1113748,unknown,embryo,embryo,e14,embryo
SRX3145621,mixed,embryo,embryo,e5,embryo
SRX217087,unknown,embryo,embryo,e,embryo
SRX1000486,male,embryo,embryo,e,embryo
SRX1113623,unknown,embryo,embryo,e14,embryo
SRX1113639,unknown,embryo,embryo,e13,embryo
SRX682365,unknown,embryo,embryo,e,embryo
SRX4053372,mixed,embryo,embryo,e10,embryo
SRX1113514,unknown,embryo,embryo,e14,embryo
SRX077889,unknown,embryo,embryo,e,embryo
ERX1730245,unknown,embryo,embryo,e15,embryo
SRX2731601,unknown,embryo,embryo,e4,embryo
SRX4053396,mixed,embryo,embryo,e10,embryo
SRX1113628,unknown,embryo,embryo,e14,embryo
SRX348435,unknown,embryo,embryo,e,embryo
SRX1113773,unknown,embryo,embryo,e13,embryo
SRX272226,unknown,embryo,embryo,e,embryo
SRX1113676,unknown,embryo,embryo,e14,embryo
SRX314765,unknown,embryo,embryo,e,embryo
SRX1113698,unknown,embryo,embryo,e14,embryo
SRX1841340,female,whole body,whole body,a5,adult
SRX682292,unknown,embryo,embryo,e,embryo
SRX019647,unknown,embryo,embryo,e,embryo
SRX217091,unknown,embryo,embryo,e,embryo
SRX2310857,unknown,embryo,embryo,e3,embryo
SRX217089,unknown,embryo,embryo,e,embryo
SRX1113560,unknown,embryo,embryo,e13,embryo
SRX1113657,unknown,embryo,embryo,e13,embryo
SRX272271,unknown,embryo,embryo,e,embryo
SRX1113579,unknown,embryo,embryo,e13,embryo
SRX1113760,unknown,embryo,embryo,e11,embryo
ERX1466902,mixed,embryo,embryo,e14,embryo
SRX1113616,unknown,embryo,embryo,e14,embryo
SRX2548612,unknown,embryo,embryo,e10,embryo
SRX217112,unknown,embryo,embryo,e,embryo
SRX2310869,unknown,embryo,embryo,e16,embryo
SRX272278,unknown,embryo,embryo,e,embryo
SRX2671535,unknown,embryo,embryo,e17,embryo
SRX1113509,unknown,embryo,embryo,e14,embryo
SRX1113704,unknown,embryo,embryo,e11,embryo
SRX1113703,unknown,embryo,embryo,e11,embryo
SRX1113758,unknown,embryo,embryo,e11,embryo
SRX1113473,unknown,embryo,embryo,e13,embryo
SRX1113589,unknown,embryo,embryo,e13,embryo
SRX272222,unknown,embryo,embryo,e,embryo
SRX1870201,unknown,embryo,embryo,e,embryo
SRX272255,unknown,embryo,embryo,e,embryo
SRX1113548,unknown,embryo,embryo,e13,embryo
SRX1113780,unknown,embryo,embryo,e13,embryo
SRX1113745,unknown,embryo,embryo,e14,embryo
SRX1595540,unknown,embryo,embryo,e4,embryo
SRX1113722,unknown,embryo,embryo,e13,embryo
ERX2075308,unknown,embryo,embryo,e17,embryo
SRX539881,unknown,embryo,embryo,e,embryo
SRX217086,unknown,embryo,embryo,e,embryo
SRX4053395,mixed,embryo,embryo,e10,embryo
SRX708852,unknown,embryo,embryo,e,embryo
SRX1113726,unknown,embryo,embryo,e13,embryo
SRX217107,unknown,embryo,embryo,e,embryo
SRX2731598,unknown,embryo,embryo,e2,embryo
SRX1113525,unknown,embryo,embryo,e14,embryo
SRX1113825,unknown,embryo,embryo,e14,embryo
SRX1113516,unknown,embryo,embryo,e14,embryo
SRX272250,unknown,embryo,embryo,e,embryo
SRX1113763,unknown,embryo,embryo,e11,embryo
SRX1113553,unknown,embryo,embryo,e13,embryo
SRX1481102,mixed,embryo,embryo,e3,embryo
SRX2310876,unknown,embryo,embryo,e17,embryo
SRX2541766,mixed,embryo,embryo,e12,embryo
SRX682300,unknown,embryo,embryo,e,embryo
SRX2540523,unknown,embryo,embryo,e,embryo
SRX3110973,mixed,embryo,embryo,e3,embryo
SRX1481108,mixed,embryo,embryo,e3,embryo
SRX1113828,unknown,embryo,embryo,e14,embryo
SRX1113577,unknown,embryo,embryo,e13,embryo
SRX217093,unknown,embryo,embryo,e1,embryo
SRX682290,unknown,embryo,embryo,e,embryo
SRX2310864,unknown,embryo,embryo,e12,embryo
SRX110700,female,embryo,embryo,e7,embryo
SRX682289,unknown,embryo,embryo,e,embryo
SRX1113791,unknown,embryo,embryo,e14,embryo
SRX3145627,mixed,embryo,embryo,e5,embryo
SRX831227,unknown,embryo,embryo,e5,embryo
SRX2255266,unknown,embryo,embryo,e8,embryo
SRX831228,unknown,embryo,embryo,e5,embryo
SRX1113521,unknown,embryo,embryo,e14,embryo
SRX1113574,unknown,embryo,embryo,e13,embryo
SRX2035270,unknown,embryo,embryo,e7,embryo
SRX272266,unknown,embryo,embryo,e,embryo
SRX1113534,unknown,embryo,embryo,e14,embryo
SRX831234,unknown,embryo,embryo,e5,embryo
SRX682340,unknown,embryo,embryo,e,embryo
SRX1878976,unknown,embryo,embryo,e5,embryo
SRX1113498,unknown,embryo,embryo,e13,embryo
SRX1113730,unknown,embryo,embryo,e13,embryo
SRX1113506,unknown,embryo,embryo,e14,embryo
SRX124953,unknown,embryo,embryo,e2,embryo
ERX1818294,unknown,embryo,embryo,e11,embryo
SRX514740,unknown,embryo,embryo,e3,embryo
SRX316758,unknown,embryo,embryo,e,embryo
SRX1113502,unknown,embryo,embryo,e14,embryo
SRX1113817,unknown,embryo,embryo,e14,embryo
SRX272204,unknown,embryo,embryo,e,embryo
SRX272212,unknown,embryo,embryo,e,embryo
SRX124973,unknown,embryo,embryo,e17,embryo
SRX1113580,unknown,embryo,embryo,e13,embryo
SRX1595559,unknown,embryo,embryo,e4,embryo
SRX1113549,unknown,embryo,embryo,e13,embryo
